gene,stage,direction,image_url
CG4702,4,ventral,"('7598_s.bmp', '7599_s.bmp', '7636_s.bmp', '7598_s.bmp', '7599_s.bmp')"
CG4702,5,lateral,"('7601_s.bmp', '7603_s.bmp', '7604_s.bmp')"
CG4702,5,ventral,"('63932_s.bmp', '63933_s.bmp', '7602_s.bmp', '7605_s.bmp', '7606_s.bmp', '63932_s.bmp', '63933_s.bmp', '7606_s.bmp', '7605_s.bmp')"
CG4702,6,dorsal,"('63954_s.bmp', '63955_s.bmp', '63956_s.bmp', '63954_s.bmp', '63955_s.bmp', '63956_s.bmp', '7609_s.bmp', '7616_s.bmp', '7640_s.bmp')"
CG4702,6,lateral,"('63934_s.bmp', '63953_s.bmp', '63934_s.bmp', '63953_s.bmp', '7610_s.bmp', '7611_s.bmp', '7639_s.bmp')"
CG4702,6,ventral,"('63952_s.bmp', '63957_s.bmp', '63952_s.bmp', '63957_s.bmp', '7608_s.bmp', '7612_s.bmp', '7613_s.bmp', '7615_s.bmp')"
CG4710,1,lateral,"('29450_s.bmp', '52548_s.bmp', '52549_s.bmp')"
CG4710,2,dorsal,"('52550_s.bmp', '52551_s.bmp', '29436_s.bmp')"
CG4710,2,lateral,"('52568_s.bmp', '52569_s.bmp', '52572_s.bmp', '52573_s.bmp', '52574_s.bmp', '52576_s.bmp', '52579_s.bmp', '29428_s.bmp', '29429_s.bmp', '29432_s.bmp', '29433_s.bmp', '29434_s.bmp', '29437_s.bmp', '29438_s.bmp', '29439_s.bmp', '29440_s.bmp', '29441_s.bmp', '29445_s.bmp', '29447_s.bmp')"
CG4710,2,ventral,"('52570_s.bmp', '52571_s.bmp', '52575_s.bmp', '52578_s.bmp', '29430_s.bmp', '29431_s.bmp', '29435_s.bmp', '29446_s.bmp', '29451_s.bmp')"
CG4710,3,dorsal,"('52563_s.bmp', '52564_s.bmp')"
CG4710,3,lateral,"('29453_s.bmp', '29454_s.bmp', '52555_s.bmp', '52556_s.bmp', '52558_s.bmp', '52559_s.bmp', '52560_s.bmp', '52561_s.bmp')"
CG4710,3,ventral,"('29452_s.bmp', '52552_s.bmp', '52553_s.bmp')"
CG4710,4,dorsal,"('52565_s.bmp',)"
CG4710,4,lateral,"('29442_s.bmp', '29443_s.bmp')"
CG4710,5,dorsal,"('29455_s.bmp', '52581_s.bmp')"
CG4710,5,lateral,"('29444_s.bmp', '52566_s.bmp', '52580_s.bmp')"
CG4710,6,dorsal,"('52582_s.bmp', '52583_s.bmp')"
CG4721,6,dorsal,"('11124_s.bmp',)"
CG4721,6,lateral,"('11136_s.bmp', '11137_s.bmp', '11138_s.bmp', '11139_s.bmp', '11142_s.bmp', '11143_s.bmp')"
CG4721,6,ventral,"('11125_s.bmp', '11140_s.bmp', '11141_s.bmp')"
CG4722,2,dorsal,"('70593_s.bmp',)"
CG4722,2,lateral,"('68769_s.bmp', '68772_s.bmp', '70597_s.bmp')"
CG4722,2,ventral,"('68770_s.bmp', '68771_s.bmp', '70594_s.bmp', '70595_s.bmp')"
CG4722,3,dorsal,"('68759_s.bmp', '68795_s.bmp', '70598_s.bmp', '70600_s.bmp')"
CG4722,3,lateral,"('68763_s.bmp', '68764_s.bmp', '68773_s.bmp')"
CG4722,4,lateral,"('68768_s.bmp',)"
CG4722,5,dorsal,"('68775_s.bmp', '68783_s.bmp', '70602_s.bmp')"
CG4722,5,lateral,"('68777_s.bmp', '68780_s.bmp', '68781_s.bmp', '68782_s.bmp', '68789_s.bmp', '68796_s.bmp', '70603_s.bmp')"
CG4722,5,ventral,"('68776_s.bmp', '68801_s.bmp')"
CG4722,6,dorsal,"('68792_s.bmp', '68806_s.bmp', '70605_s.bmp')"
CG4722,6,lateral,"('70604_s.bmp',)"
CG4723,1,lateral,"('60958_s.bmp',)"
CG4723,2,lateral,"('60959_s.bmp',)"
CG4723,6,dorsal,"('60968_s.bmp',)"
CG4723,6,lateral,"('60966_s.bmp', '60967_s.bmp', '60970_s.bmp')"
CG4723,6,ventral,"('60963_s.bmp',)"
CG4726,5,dorsal,"('33537_s.bmp', '33541_s.bmp')"
CG4726,5,lateral,"('33536_s.bmp', '33538_s.bmp', '33539_s.bmp', '33540_s.bmp', '33542_s.bmp', '33543_s.bmp')"
CG4726,6,dorsal,"('33545_s.bmp', '33547_s.bmp', '33557_s.bmp')"
CG4726,6,lateral,"('33544_s.bmp',)"
CG4726,6,ventral,"('33546_s.bmp', '33548_s.bmp')"
CG4729,1,lateral,"('60082_s.bmp',)"
CG4729,2,dorsal,"('60083_s.bmp',)"
CG4729,3,lateral,"('60084_s.bmp',)"
CG4729,5,dorsal,"('60093_s.bmp',)"
CG4729,5,lateral,"('60092_s.bmp',)"
CG4729,6,dorsal,"('60089_s.bmp',)"
CG4729,6,lateral,"('60087_s.bmp', '60088_s.bmp')"
CG4730,1,lateral,"('108155_s.bmp',)"
CG4735,1,lateral,"('6159_s.bmp', '6160_s.bmp', '6168_s.bmp', '64881_s.bmp', '64895_s.bmp', '64896_s.bmp')"
CG4735,2,lateral,"('64883_s.bmp', '64897_s.bmp', '6158_s.bmp', '6166_s.bmp', '6176_s.bmp', '6197_s.bmp', '6198_s.bmp')"
CG4735,2,ventral,"('64882_s.bmp', '6199_s.bmp')"
CG4735,3,dorsal,"('64884_s.bmp',)"
CG4735,3,lateral,"('6164_s.bmp', '6171_s.bmp')"
CG4735,4,lateral,"('64885_s.bmp',)"
CG4735,4,ventral,"('6167_s.bmp', '6172_s.bmp')"
CG4735,5,dorsal,"('64886_s.bmp',)"
CG4735,5,lateral,"('6161_s.bmp', '6163_s.bmp', '6169_s.bmp', '6170_s.bmp', '6173_s.bmp', '6174_s.bmp', '64888_s.bmp', '64889_s.bmp', '64891_s.bmp', '64892_s.bmp')"
CG4735,5,ventral,"('6175_s.bmp',)"
CG4735,6,dorsal,"('64894_s.bmp', '6179_s.bmp')"
CG4735,6,lateral,"('6165_s.bmp',)"
CG4742,1,lateral,"('29690_s.bmp',)"
CG4742,2,lateral,"('29691_s.bmp',)"
CG4742,4,dorsal,"('29692_s.bmp',)"
CG4742,4,lateral,"('29693_s.bmp',)"
CG4742,5,lateral,"('29694_s.bmp',)"
CG4742,6,dorsal,"('29695_s.bmp',)"
CG4742,6,lateral,"('29696_s.bmp',)"
CG4746,4,dorsal,"('59116_s.bmp', '59117_s.bmp')"
CG4746,4,lateral,"('59111_s.bmp', '59112_s.bmp', '59118_s.bmp')"
CG4746,5,dorsal,"('59120_s.bmp', '59129_s.bmp', '59130_s.bmp')"
CG4746,5,lateral,"('59121_s.bmp', '59122_s.bmp', '59127_s.bmp', '59128_s.bmp', '59132_s.bmp', '59172_s.bmp')"
CG4746,5,ventral,"('59131_s.bmp',)"
CG4746,6,dorsal,"('59143_s.bmp', '59145_s.bmp')"
CG4746,6,lateral,"('59137_s.bmp', '59150_s.bmp', '59153_s.bmp')"
CG4746,6,ventral,"('59146_s.bmp', '59147_s.bmp', '59148_s.bmp', '59149_s.bmp', '59152_s.bmp', '59161_s.bmp')"
CG4752,1,lateral,"('29980_s.bmp',)"
CG4752,2,lateral,"('29981_s.bmp',)"
CG4752,6,dorsal,"('29985_s.bmp', '29988_s.bmp', '29990_s.bmp', '29992_s.bmp')"
CG4752,6,lateral,"('29987_s.bmp', '29991_s.bmp', '29993_s.bmp')"
CG4752,6,ventral,"('29986_s.bmp',)"
CG4753,1,lateral,"('39707_s.bmp', '39707_s.bmp')"
CG4753,5,dorsal,"('39710_s.bmp', '39710_s.bmp')"
CG4753,5,lateral,"('39711_s.bmp', '39712_s.bmp', '39711_s.bmp', '39712_s.bmp')"
CG4753,6,dorsal,"('39713_s.bmp', '39716_s.bmp', '39713_s.bmp', '39716_s.bmp')"
CG4753,6,lateral,"('39714_s.bmp', '39717_s.bmp', '39714_s.bmp', '39717_s.bmp')"
CG4755,1,lateral,"('45303_s.bmp', '45304_s.bmp', '45305_s.bmp', '45306_s.bmp', '45307_s.bmp', '45308_s.bmp', '45309_s.bmp', '45310_s.bmp', '45311_s.bmp')"
CG4761,1,lateral,"('14684_s.bmp', '69931_s.bmp')"
CG4761,2,dorsal,"('69958_s.bmp', '14650_s.bmp', '14651_s.bmp', '14655_s.bmp', '14657_s.bmp')"
CG4761,2,lateral,"('69949_s.bmp', '69950_s.bmp', '69951_s.bmp', '69954_s.bmp', '69957_s.bmp', '14647_s.bmp', '14648_s.bmp', '14649_s.bmp', '14652_s.bmp', '14653_s.bmp', '14654_s.bmp', '14700_s.bmp')"
CG4761,2,ventral,"('69953_s.bmp', '14656_s.bmp', '14699_s.bmp')"
CG4761,3,dorsal,"('69934_s.bmp', '69935_s.bmp')"
CG4761,3,lateral,"('14658_s.bmp', '69932_s.bmp', '69936_s.bmp')"
CG4761,3,ventral,"('69933_s.bmp',)"
CG4761,4,dorsal,"('69969_s.bmp', '69970_s.bmp', '14659_s.bmp', '14660_s.bmp')"
CG4761,4,lateral,"('69965_s.bmp',)"
CG4761,4,ventral,"('69964_s.bmp', '69968_s.bmp')"
CG4761,5,dorsal,"('14665_s.bmp', '14666_s.bmp', '14671_s.bmp', '69943_s.bmp', '69944_s.bmp', '69947_s.bmp', '69959_s.bmp')"
CG4761,5,lateral,"('14661_s.bmp', '14662_s.bmp', '14663_s.bmp', '14667_s.bmp', '14669_s.bmp', '14670_s.bmp', '14672_s.bmp', '14674_s.bmp', '14675_s.bmp', '69945_s.bmp', '69948_s.bmp', '69960_s.bmp', '69961_s.bmp', '69962_s.bmp', '69963_s.bmp')"
CG4761,5,ventral,"('14664_s.bmp', '14668_s.bmp', '14701_s.bmp', '69946_s.bmp')"
CG4761,6,dorsal,"('69937_s.bmp', '14678_s.bmp', '14680_s.bmp', '14681_s.bmp', '14689_s.bmp', '14698_s.bmp')"
CG4761,6,lateral,"('69972_s.bmp', '69973_s.bmp', '69974_s.bmp', '14676_s.bmp', '14679_s.bmp', '14685_s.bmp', '14686_s.bmp', '14688_s.bmp', '14690_s.bmp', '14695_s.bmp', '14696_s.bmp', '14697_s.bmp')"
CG4761,6,ventral,"('14683_s.bmp',)"
CG4764,1,lateral,"('46100_s.bmp',)"
CG4764,2,lateral,"('46101_s.bmp',)"
CG4764,3,lateral,"('46102_s.bmp', '46103_s.bmp')"
CG4764,4,lateral,"('46104_s.bmp',)"
CG4764,5,dorsal,"('46106_s.bmp',)"
CG4764,5,lateral,"('46105_s.bmp', '46107_s.bmp')"
CG4764,6,lateral,"('46108_s.bmp', '46109_s.bmp')"
CG4764,6,ventral,"('46110_s.bmp', '46111_s.bmp', '46112_s.bmp')"
CG4767,6,dorsal,"('69754_s.bmp',)"
CG4767,6,lateral,"('69749_s.bmp', '69750_s.bmp', '69752_s.bmp')"
CG4767,6,ventral,"('69753_s.bmp',)"
CG4769,1,lateral,"('6865_s.bmp', '6866_s.bmp')"
CG4769,2,lateral,"('6867_s.bmp',)"
CG4769,3,lateral,"('6884_s.bmp',)"
CG4769,3,ventral,"('6868_s.bmp', '6885_s.bmp')"
CG4769,4,lateral,"('6870_s.bmp',)"
CG4769,4,ventral,"('6869_s.bmp', '6871_s.bmp', '6872_s.bmp', '6886_s.bmp')"
CG4769,5,dorsal,"('6887_s.bmp',)"
CG4769,5,lateral,"('6873_s.bmp', '6874_s.bmp', '6875_s.bmp', '6876_s.bmp', '6878_s.bmp', '6879_s.bmp', '6888_s.bmp')"
CG4769,5,ventral,"('6877_s.bmp',)"
CG4769,6,dorsal,"('6880_s.bmp', '6883_s.bmp')"
CG4769,6,lateral,"('6882_s.bmp',)"
CG4769,6,ventral,"('6881_s.bmp',)"
CG4778,6,dorsal,"('57235_s.bmp', '57236_s.bmp')"
CG4778,6,lateral,"('57231_s.bmp', '57232_s.bmp')"
CG4779,6,dorsal,"('36144_s.bmp', '36145_s.bmp')"
CG4779,6,lateral,"('36146_s.bmp', '36147_s.bmp', '36148_s.bmp', '36150_s.bmp', '36151_s.bmp', '36153_s.bmp')"
CG4779,6,ventral,"('36149_s.bmp', '36152_s.bmp')"
CG4781,6,dorsal,"('35886_s.bmp', '35893_s.bmp')"
CG4781,6,lateral,"('35889_s.bmp',)"
CG4781,6,ventral,"('35887_s.bmp', '35888_s.bmp')"
CG4798,1,lateral,"('37322_s.bmp',)"
CG4798,2,lateral,"('37323_s.bmp',)"
CG4798,3,lateral,"('37328_s.bmp', '37329_s.bmp')"
CG4798,4,lateral,"('37330_s.bmp',)"
CG4798,5,lateral,"('37324_s.bmp',)"
CG4798,6,dorsal,"('37326_s.bmp',)"
CG4798,6,lateral,"('37325_s.bmp',)"
CG4827,2,dorsal,"('63436_s.bmp', '63441_s.bmp')"
CG4827,2,lateral,"('63423_s.bmp', '63429_s.bmp', '63430_s.bmp', '63431_s.bmp', '63434_s.bmp', '63435_s.bmp', '63442_s.bmp', '63443_s.bmp', '63444_s.bmp', '63445_s.bmp')"
CG4827,2,ventral,"('63432_s.bmp', '63433_s.bmp')"
CG4827,3,dorsal,"('63424_s.bmp', '63428_s.bmp')"
CG4827,3,lateral,"('63426_s.bmp', '63427_s.bmp')"
CG4827,6,dorsal,"('63450_s.bmp',)"
CG4827,6,ventral,"('63446_s.bmp',)"
CG4829,3,dorsal,"('11885_s.bmp', '11886_s.bmp')"
CG4829,3,lateral,"('11911_s.bmp', '11912_s.bmp')"
CG4829,3,ventral,"('11884_s.bmp',)"
CG4829,4,dorsal,"('11914_s.bmp',)"
CG4829,4,lateral,"('11913_s.bmp', '11919_s.bmp')"
CG4829,5,lateral,"('11897_s.bmp', '11898_s.bmp', '11899_s.bmp')"
CG4829,6,lateral,"('11900_s.bmp', '11905_s.bmp', '11906_s.bmp', '11907_s.bmp', '11910_s.bmp')"
CG4829,6,ventral,"('11901_s.bmp', '11902_s.bmp', '11903_s.bmp', '11904_s.bmp', '11909_s.bmp')"
CG4839,6,dorsal,"('70775_s.bmp',)"
CG4839,6,lateral,"('70777_s.bmp', '70778_s.bmp')"
CG4839,6,ventral,"('70776_s.bmp',)"
CG4843,5,lateral,"('27791_s.bmp',)"
CG4843,6,dorsal,"('27796_s.bmp',)"
CG4843,6,lateral,"('27793_s.bmp',)"
CG4843,6,ventral,"('27792_s.bmp',)"
CG4847,6,dorsal,"('65039_s.bmp', '65040_s.bmp', '4854_s.bmp', '65039_s.bmp', '65040_s.bmp', '4854_s.bmp')"
CG4847,6,lateral,"('65033_s.bmp', '65035_s.bmp', '65037_s.bmp', '65038_s.bmp', '65041_s.bmp', '4855_s.bmp', '4857_s.bmp', '4858_s.bmp', '4859_s.bmp', '4861_s.bmp', '65033_s.bmp', '65035_s.bmp', '65037_s.bmp', '65038_s.bmp', '65041_s.bmp', '4855_s.bmp', '4857_s.bmp', '4858_s.bmp', '4859_s.bmp', '4861_s.bmp', '4866_s.bmp')"
CG4847,6,ventral,"('65036_s.bmp', '65042_s.bmp', '4856_s.bmp', '4860_s.bmp', '4865_s.bmp', '65036_s.bmp', '65042_s.bmp', '4856_s.bmp', '4860_s.bmp', '4865_s.bmp')"
CG4848,1,lateral,"('16056_s.bmp',)"
CG4848,6,lateral,"('16067_s.bmp', '16068_s.bmp')"
CG4848,6,ventral,"('16065_s.bmp', '16069_s.bmp')"
CG4854,1,lateral,"('20020_s.bmp',)"
CG4854,2,dorsal,"('20021_s.bmp',)"
CG4854,2,ventral,"('20022_s.bmp',)"
CG4854,3,lateral,"('20023_s.bmp', '20024_s.bmp')"
CG4854,4,lateral,"('20025_s.bmp', '20026_s.bmp', '20027_s.bmp', '20028_s.bmp')"
CG4854,5,dorsal,"('20032_s.bmp', '20033_s.bmp')"
CG4854,5,lateral,"('20031_s.bmp',)"
CG4854,5,ventral,"('20029_s.bmp', '20030_s.bmp')"
CG4854,6,dorsal,"('20036_s.bmp', '20037_s.bmp')"
CG4854,6,lateral,"('20034_s.bmp',)"
CG4854,6,ventral,"('20035_s.bmp',)"
CG4857,1,lateral,"('13802_s.bmp',)"
CG4857,2,lateral,"('13803_s.bmp',)"
CG4857,6,dorsal,"('13813_s.bmp', '13814_s.bmp', '13815_s.bmp')"
CG4857,6,lateral,"('13809_s.bmp', '13811_s.bmp', '13812_s.bmp', '13818_s.bmp')"
CG4859,6,dorsal,"('38570_s.bmp',)"
CG4859,6,lateral,"('38569_s.bmp', '38573_s.bmp', '38576_s.bmp')"
CG4859,6,ventral,"('38572_s.bmp', '38574_s.bmp')"
CG4860,1,lateral,"('26683_s.bmp',)"
CG4860,6,lateral,"('26688_s.bmp', '26690_s.bmp', '26691_s.bmp')"
CG4863,1,lateral,"('44510_s.bmp',)"
CG4863,2,lateral,"('44511_s.bmp',)"
CG4863,4,dorsal,"('44513_s.bmp',)"
CG4863,4,lateral,"('44512_s.bmp',)"
CG4863,5,dorsal,"('44515_s.bmp', '44516_s.bmp', '44535_s.bmp')"
CG4863,5,lateral,"('44514_s.bmp', '44517_s.bmp')"
CG4863,6,dorsal,"('44518_s.bmp', '44519_s.bmp', '44533_s.bmp', '44537_s.bmp', '44538_s.bmp', '44539_s.bmp')"
CG4863,6,lateral,"('44523_s.bmp', '44527_s.bmp', '44529_s.bmp', '44531_s.bmp', '44536_s.bmp')"
CG4863,6,ventral,"('44525_s.bmp',)"
CG4878,1,lateral,"('45081_s.bmp',)"
CG4878,2,lateral,"('45082_s.bmp',)"
CG4878,3,lateral,"('45083_s.bmp', '45084_s.bmp')"
CG4878,4,lateral,"('45085_s.bmp',)"
CG4878,5,dorsal,"('45086_s.bmp',)"
CG4878,5,lateral,"('45087_s.bmp',)"
CG4878,6,dorsal,"('45088_s.bmp',)"
CG4878,6,ventral,"('45089_s.bmp',)"
CG4881,1,lateral,"('19002_s.bmp',)"
CG4881,5,dorsal,"('19015_s.bmp', '19016_s.bmp', '19017_s.bmp', '19018_s.bmp', '19019_s.bmp')"
CG4881,5,lateral,"('19005_s.bmp', '19006_s.bmp')"
CG4881,6,dorsal,"('19011_s.bmp', '19012_s.bmp', '19023_s.bmp')"
CG4881,6,lateral,"('19008_s.bmp', '19010_s.bmp', '19013_s.bmp', '19020_s.bmp', '19021_s.bmp', '19022_s.bmp', '19024_s.bmp', '19025_s.bmp', '19028_s.bmp', '19029_s.bmp')"
CG4881,6,ventral,"('19009_s.bmp', '19026_s.bmp', '19027_s.bmp')"
CG4882,6,ventral,"('7483_s.bmp',)"
CG4886,1,lateral,"('46694_s.bmp',)"
CG4886,2,lateral,"('46695_s.bmp',)"
CG4886,3,dorsal,"('46696_s.bmp',)"
CG4886,4,lateral,"('46697_s.bmp',)"
CG4886,5,dorsal,"('46698_s.bmp', '46699_s.bmp', '46700_s.bmp')"
CG4886,6,dorsal,"('46701_s.bmp',)"
CG4886,6,lateral,"('46702_s.bmp', '46704_s.bmp')"
CG4886,6,ventral,"('46703_s.bmp', '46705_s.bmp')"
CG4889,2,dorsal,"('24844_s.bmp', '24846_s.bmp', '24862_s.bmp', '24864_s.bmp')"
CG4889,2,lateral,"('24845_s.bmp', '24847_s.bmp', '24866_s.bmp')"
CG4889,2,ventral,"('24843_s.bmp', '24861_s.bmp', '24863_s.bmp', '24865_s.bmp', '24867_s.bmp')"
CG4889,3,dorsal,"('24868_s.bmp',)"
CG4889,3,lateral,"('24869_s.bmp', '24870_s.bmp')"
CG4889,4,dorsal,"('24848_s.bmp', '24849_s.bmp')"
CG4889,4,lateral,"('24871_s.bmp', '24872_s.bmp')"
CG4889,5,dorsal,"('24854_s.bmp', '24855_s.bmp')"
CG4889,5,lateral,"('24850_s.bmp', '24851_s.bmp', '24856_s.bmp', '24857_s.bmp', '24873_s.bmp')"
CG4889,6,dorsal,"('24875_s.bmp',)"
CG4889,6,lateral,"('24877_s.bmp',)"
CG4889,6,ventral,"('24858_s.bmp', '24876_s.bmp', '24878_s.bmp')"
CG4893,6,dorsal,"('59305_s.bmp',)"
CG4893,6,lateral,"('59298_s.bmp', '59299_s.bmp', '59306_s.bmp')"
CG4893,6,ventral,"('59300_s.bmp', '59301_s.bmp', '59303_s.bmp', '59304_s.bmp')"
CG4901,1,lateral,"('36126_s.bmp',)"
CG4901,2,lateral,"('36127_s.bmp',)"
CG4901,3,lateral,"('36128_s.bmp',)"
CG4901,4,lateral,"('36129_s.bmp',)"
CG4901,5,dorsal,"('36134_s.bmp',)"
CG4901,5,lateral,"('36130_s.bmp', '36131_s.bmp', '36132_s.bmp', '36133_s.bmp')"
CG4901,6,lateral,"('36135_s.bmp', '36138_s.bmp')"
CG4901,6,ventral,"('36136_s.bmp', '36137_s.bmp')"
CG4903,1,lateral,"('45857_s.bmp',)"
CG4903,2,lateral,"('45862_s.bmp',)"
CG4903,3,lateral,"('45863_s.bmp',)"
CG4903,4,lateral,"('45845_s.bmp', '45846_s.bmp', '45847_s.bmp', '45848_s.bmp', '45849_s.bmp', '45850_s.bmp', '45851_s.bmp')"
CG4903,5,lateral,"('45852_s.bmp', '45854_s.bmp')"
CG4903,5,ventral,"('45853_s.bmp',)"
CG4903,6,dorsal,"('45855_s.bmp', '45856_s.bmp', '45861_s.bmp')"
CG4904,1,lateral,"('31176_s.bmp',)"
CG4904,2,dorsal,"('31177_s.bmp',)"
CG4904,2,lateral,"('31178_s.bmp', '31179_s.bmp')"
CG4904,4,dorsal,"('31184_s.bmp',)"
CG4904,4,lateral,"('31181_s.bmp', '31182_s.bmp', '31183_s.bmp')"
CG4904,5,lateral,"('31186_s.bmp', '31187_s.bmp')"
CG4904,6,dorsal,"('31190_s.bmp',)"
CG4908,1,lateral,"('43953_s.bmp',)"
CG4908,2,lateral,"('43954_s.bmp',)"
CG4908,4,lateral,"('43955_s.bmp',)"
CG4908,5,dorsal,"('43956_s.bmp',)"
CG4908,5,lateral,"('43957_s.bmp', '43958_s.bmp')"
CG4908,6,dorsal,"('43961_s.bmp',)"
CG4908,6,lateral,"('43960_s.bmp',)"
CG4908,6,ventral,"('43959_s.bmp',)"
CG4909,1,lateral,"('70606_s.bmp',)"
CG4909,4,dorsal,"('70609_s.bmp',)"
CG4909,5,lateral,"('70610_s.bmp', '70611_s.bmp')"
CG4909,6,dorsal,"('70612_s.bmp', '70613_s.bmp', '70614_s.bmp', '70615_s.bmp')"
CG4912,1,lateral,"('49540_s.bmp',)"
CG4912,2,lateral,"('49541_s.bmp',)"
CG4912,3,lateral,"('49542_s.bmp',)"
CG4912,4,dorsal,"('49544_s.bmp', '49545_s.bmp')"
CG4912,4,lateral,"('49543_s.bmp',)"
CG4912,5,dorsal,"('49549_s.bmp',)"
CG4912,5,lateral,"('49546_s.bmp', '49548_s.bmp', '49550_s.bmp', '49551_s.bmp')"
CG4912,5,ventral,"('49547_s.bmp',)"
CG4912,6,dorsal,"('49552_s.bmp',)"
CG4912,6,lateral,"('49553_s.bmp',)"
CG4912,6,ventral,"('49554_s.bmp',)"
CG4914,5,dorsal,"('63045_s.bmp', '63047_s.bmp', '63052_s.bmp', '63060_s.bmp')"
CG4914,5,lateral,"('63048_s.bmp', '63049_s.bmp', '63061_s.bmp', '14186_s.bmp', '14187_s.bmp', '14188_s.bmp', '14189_s.bmp', '14190_s.bmp', '14191_s.bmp', '14192_s.bmp')"
CG4914,6,dorsal,"('14196_s.bmp', '14198_s.bmp', '14199_s.bmp', '14200_s.bmp', '14206_s.bmp', '14207_s.bmp', '14210_s.bmp', '14211_s.bmp', '63057_s.bmp', '63065_s.bmp', '63066_s.bmp')"
CG4914,6,lateral,"('14193_s.bmp', '14194_s.bmp', '14203_s.bmp', '14204_s.bmp', '63051_s.bmp', '63059_s.bmp')"
CG4914,6,ventral,"('14205_s.bmp', '14209_s.bmp', '63050_s.bmp')"
CG4919,1,lateral,"('64450_s.bmp',)"
CG4922,2,dorsal,"('34926_s.bmp', '34927_s.bmp')"
CG4922,2,lateral,"('34921_s.bmp', '34922_s.bmp', '34924_s.bmp', '34925_s.bmp', '34928_s.bmp')"
CG4922,2,ventral,"('34923_s.bmp',)"
CG4922,3,lateral,"('34929_s.bmp',)"
CG4922,4,lateral,"('34941_s.bmp', '34942_s.bmp')"
CG4922,4,ventral,"('34931_s.bmp', '34932_s.bmp')"
CG4922,5,lateral,"('34934_s.bmp', '34935_s.bmp', '34936_s.bmp', '34938_s.bmp', '34943_s.bmp', '34944_s.bmp', '34946_s.bmp')"
CG4922,5,ventral,"('34933_s.bmp', '34945_s.bmp')"
CG4922,6,dorsal,"('34939_s.bmp', '34940_s.bmp', '34951_s.bmp')"
CG4922,6,lateral,"('34949_s.bmp',)"
CG4922,6,ventral,"('34950_s.bmp',)"
CG4944,1,lateral,"('36363_s.bmp', '36364_s.bmp')"
CG4944,2,lateral,"('36347_s.bmp', '36348_s.bmp', '36349_s.bmp', '36365_s.bmp')"
CG4944,3,lateral,"('36368_s.bmp',)"
CG4944,4,lateral,"('36366_s.bmp',)"
CG4944,5,dorsal,"('36357_s.bmp', '36367_s.bmp')"
CG4944,5,lateral,"('36359_s.bmp', '36360_s.bmp', '36361_s.bmp', '36362_s.bmp', '36369_s.bmp', '36370_s.bmp', '36371_s.bmp')"
CG4944,5,ventral,"('36356_s.bmp', '36372_s.bmp', '36373_s.bmp')"
CG4944,6,dorsal,"('36375_s.bmp',)"
CG4944,6,lateral,"('36374_s.bmp', '36377_s.bmp')"
CG4944,6,ventral,"('36376_s.bmp', '36378_s.bmp')"
CG4945,6,dorsal,"('8760_s.bmp',)"
CG4945,6,lateral,"('8758_s.bmp', '8759_s.bmp', '8761_s.bmp')"
CG4945,6,ventral,"('8762_s.bmp',)"
CG4949,1,lateral,"('64339_s.bmp',)"
CG4949,2,dorsal,"('64349_s.bmp',)"
CG4949,2,lateral,"('64340_s.bmp', '64341_s.bmp', '64342_s.bmp')"
CG4949,3,dorsal,"('64351_s.bmp',)"
CG4949,3,lateral,"('64343_s.bmp', '64350_s.bmp')"
CG4949,4,lateral,"('64345_s.bmp',)"
CG4949,5,lateral,"('64346_s.bmp',)"
CG4951,1,lateral,"('45930_s.bmp', '8160_s.bmp')"
CG4951,2,dorsal,"('45931_s.bmp',)"
CG4951,2,lateral,"('8161_s.bmp',)"
CG4951,3,lateral,"('45932_s.bmp', '8162_s.bmp')"
CG4951,4,dorsal,"('45933_s.bmp', '45935_s.bmp', '45938_s.bmp')"
CG4951,4,lateral,"('8163_s.bmp', '45934_s.bmp', '45936_s.bmp', '45937_s.bmp')"
CG4951,5,lateral,"('45939_s.bmp', '8164_s.bmp', '8165_s.bmp', '8166_s.bmp')"
CG4951,5,ventral,"('45940_s.bmp',)"
CG4951,6,dorsal,"('8168_s.bmp', '45943_s.bmp', '45944_s.bmp')"
CG4951,6,lateral,"('8167_s.bmp',)"
CG4951,6,ventral,"('45942_s.bmp',)"
CG4952,4,dorsal,"('19775_s.bmp',)"
CG4952,4,lateral,"('19776_s.bmp', '19777_s.bmp')"
CG4952,5,dorsal,"('19779_s.bmp', '19780_s.bmp', '19790_s.bmp')"
CG4952,5,lateral,"('19778_s.bmp', '19789_s.bmp')"
CG4952,6,dorsal,"('19785_s.bmp', '19787_s.bmp', '19788_s.bmp', '19791_s.bmp')"
CG4952,6,lateral,"('19782_s.bmp', '19783_s.bmp', '19784_s.bmp', '19786_s.bmp')"
CG4966,1,lateral,"('29884_s.bmp',)"
CG4966,4,dorsal,"('29885_s.bmp',)"
CG4966,5,lateral,"('29886_s.bmp',)"
CG4966,6,dorsal,"('29889_s.bmp',)"
CG4966,6,lateral,"('29888_s.bmp',)"
CG4966,6,ventral,"('29887_s.bmp',)"
CG4968,1,lateral,"('46479_s.bmp',)"
CG4968,2,lateral,"('46480_s.bmp',)"
CG4968,3,lateral,"('46481_s.bmp', '46482_s.bmp')"
CG4968,4,lateral,"('46483_s.bmp',)"
CG4968,5,lateral,"('46484_s.bmp', '46485_s.bmp', '46486_s.bmp', '46487_s.bmp')"
